label,title,content
0,Weird,"I like Michael Rapaport, but this movie disappoints. The plot is flat and confusing at times, not to mention boring. I don't mind slow movies if they have a point, but this one doesn't. And he doesn't really fight evil as I expected after reading the description.. all he really ends up doing is defending himself. The part where he's locked in the bathroom all night is just plain ridiculous. I mean, obviously if someone is beat up within an inch of his life, the girl would have called 911 for him, right? And Alexandra Holden's stutter was totally unbelievable. I've liked her in other roles I've seen her in, but she does not pull this one off. Two thumbs 'WAY down on this one.Oh yes, And I agree with the reviewer who said they were glad they didn't buy this title. I feel the same way... even a penny would be too expensive for this crude film."
1,Glad I finally found it!,"I remember watching this on TV and taped it them. Somewhere along the way I lost the tape and finally found it on here. It is a FANTASTIC show!!! A must have for anyone...no caveats, just anyone who likes music!"
1,"""A great insite into this generation's future!""","The Greatest Generation is a fabulous piece of work which transports the reader back to the 1940s and then goes on to show how it's survivors went on to influence our world. Upon completion of the book I began to think, how will my generation affect the world?"
1,"Perry Mason Season Six, Vol 1 & 2","I have purchased all the Perry Mason TV series, 1 through 6, through Amazon. I have not been disappointed with any of the series. Looking forward to season Seven."
0,Flimsy...not worth the effort!,"Although, it doesn't break the bank, it is terribly disappointing. It barely stands by itself and is frustrating to both my sons, whereas all the pieces fall off or don't line up properly."
1,Read this Book!,"Absolute genius! Professor Kunich takes a look at all the nonsense swirling around human cloning, and rips the mask off of it. With brilliant clarity and insight, this book exposes the many fallacies riddling the anti-cloning movement. Most important of all, Kunich's book proves beyond a shadow of a doubt that if the government bans cloning, some of our most precious civil liberties may be next. This is a book for the ages, but especially our age."
0,Ick,"I was forced to read this poor excuse for a book for English class. It was awful. I hope Steinbeck's other books are better than this. This book read like a hazy dream more than a novel, and a BORING & UNCLEAR hazy dream at that. I hope this review convinced you to spend your time on worthwile literature as opposed to this."
1,Just what I expected,I knew this would be great. He has such an awesome voice. He can make any song great. This is the best cd I have purchased in years.
1,The belt was not included,When I finally gave the costumes to the kids I noticed that the one custome of Batgirl was not complete. The belt was missing.
0,So-so,"It would have been a great family movie if it didn't have the sex scene's (they're benign for older children, but too much for the under 12 crowd). No one over 12 would call this a good movie. The script is weak and predictable; the direction is terrible."
1,Gorgeous Glass,"Cake stand is so impressive-lovely to display any type of pastry,or cake. Domed lid is high and very functional-tall enough to cover a large cake or large amount of pastry. It is versitile in the way that you can reverse the bottom and top to create a beautiful punch bowl or serving bowl for a bowl-type dessert. As a matter of fact, I was so impressed the day it came in I re-ordered 2 more-one for my mother and 1 for my aunt!! Until now we had never seen a square pedestal & dome! You will not be dissapointed with this piece."
1,"The Best ""Hound"" Ever","This audiobook is by far the best audio version of ""The Hound of the Baskervilles"" available today. Reader David Timson does a masterful job. Unlike certain other audio versions where the reader rushes headlong through the book, seemingly without ever pausing for breath, Mr. Timson reads with expression, timing, and style. If you want to hear this novel read the way it should be read, buy the Timson version. It is superb."
0,Watch out---New Design EXPLODES!,"Ever since they've redesigned these, almost every morning, my son is found wet, and the diaper has actually split on the sides with the gel contents spilling everywhere. It's ever so much fun having to clean a toddler, crib, walls, floor, all first thing in the morning. I have used these religiously since the first couple of months, but I've changed brands."
0,Don't waste your money,"This watchtower was never used by the manufacturer because the unit itself comes with 3 legs that could likely hold one pound of weight and this weighs several. The ""legs"" don't even lock in place, they just sit in groves so the minute you place the weight on it they collapse over and over. If you manage to get it to stand the minute your child touches it it will fall over. Otherwise it would have been a wonderful toy. It looks like the show and the body is sturdy and well put together. Too well put together to be supported by the legs provided. Don't buy it, if your child is younger talk them into the Spiderman playset, much more sturdy."
0,no!!!!,"iguess you have to be stoned to enjoy this moviebecause any other way its just bad its just not interesting ,not funny, not worth it"
1,Most important book of the 20th century,"Firstly this is a fantastic book and a fantastic read. At times brilliantly lurid and erotic and at other times completely bleek and depressing. At all times it is however engaging to the point of being one of those cant-put-down type books.Secondly this book is just as important as Hayek's Road to Serfdom. Although Hayek's treatise rightly or wrongly (and I would tend towards the latter) skewed economic thinking towards the economic rationalist line so favoured by the Friedmanites, it was 1984 that put the fear of god into people who care little for economics. It has helped shape the world that we live in today.As a side note, the final part of Simon Schama's History of Britain is a look at The Two Winstons. Namely Churchill and Orwell through the main character of this book. It is an excellent exploration of the two men and really gives an idea about who they were and what they really stood for."
1,Fertilty treatment,This book had a lot of helpful info to help you understand your fertility. I recommend this to anyone who has a lot of questions and don't want to ask your obgyn
0,comment on previous user,i think the person who wrote the review from united arab emirates has nothing better to do than to criticize people get a job for heavens sake jesus christ superstar anichak bidoon tufaal
0,Could've Been Good -- Too Much Talking/Lecturing,"I've done both workouts on this DVD, and I enjoyed the moves/poses; I also liked the two different workout options -- 35. min & 60 min. But, honestly, I dread using this video again because I do not want to hear all the lecturing about the environment, about forgiving people, about the ""planet's blessings,"" etc... it almost seemed like it was a lesson on how yoga was the answer to all problems. For me, that is why I go to church and why I read my Bible. I really liked the idea of using this dvd for good flexibility, etc., but I'm not up for the over-the-top lecturing over and over. This is why I find it so difficult to find a good yoga dvd. I will keep looking."
1,Stunning,"This tiny Steinbeck classic, published in 1937, is still considered one of the most stunning, impact producing works ever written. It continues to knock my socks off. And more than likely, always will. If you've never had the pleasure of reading this timeless classic, you really, really should."
0,Sophomoric at Best,"Having read only one other Higgins book before (Cold Harbor), I hesitate, somewhat, to comment on the author's general talent. However, this book has to be one of the worst I've read in some time. I think the thing that got me the most was the dialog; unbelievably simplistic and totally formulaic. ""Damn, he said to Kate, ""It's the Hazar Scouts, "" Puhleeze! Not even an exclamation mark. Many other examples could be given. Now, assuming for the moment that the dialog was, say, written at greater than a 7th grade level, the plot is almost as bad. The protagonists' reactions to their fellows getting knocked off one-by-one is almost comic. There's no depth here; just one simple vignette after another. I wouldn't even want to compare this to Ludlum or Clancy (although Clancy's gotten a bit rough of late).A terrific waste of a good"
1,Well done,"This is a very well done dramatization of the game...not that the series only encompasses the first of the three games, however it does so faithfully...they even manage to get in most of even the most unbelievable special attacks in a fun scene...I highly recommend this set for fans and newbies alike..."
1,Wow - not hating Steinbeck,"I've always made a big deal about how much I do not like Steinbeck or Hemingway, but after reading a couple of both of theirs this year, I have to admit that I LOVE both. As far as Steinbeck, I know that I still despise The Grapes of Wrath, but this is an incredible book. Especially short and easy to read, the writing is simply superb. The characters are well-developed, the dialogue is simple and to the point, and the descriptions are detailed. This book deserves it's frequent consideration as a classic. And while I still can't imagine ever liking GOW, I can no longer dismiss Steinbeck."
0,Is this the same Clay?,"Wow, this album is a HUGE disappointment.#1 This does not sound like the same Clay that we fell in love with on American Idol, He sounds like a half rate Boy George.#2 The production is awful, it sounds as if he is being backed by karaoke tracks.#3 Where is the soaring, clear and beautiful voice we know he once had?Shame on those who were in charge of letting this cd be released in this condition.It seems as if all the hype is put into the show, then all care is forgotten when it the time comes to record an album. Welcome to the real world Clay, I hope the next album supports your wonderful talent."
1,My first Temperance Brennan story - Good book!,"It was a really satisfying read. There are a lot of gruesome details...it helps that the author is a forensic anthropologist herself.I read parts of the book alone at night and made myself scared thinking someone was watching me or going to break into my apartment while I was sleeping. After numerous attempts at trying to read before bed and getting too scared to carry on after a page or two, I finally decided to stick to reading during the daytime.The only things that slowed me down with this story were the French words. I could have done without them, but I guess Reichs was trying to keep things real since part of the book took place in French-speaking Canadian cities.I really enjoyed the chemistry between Tempe and Detective Ryan. I'm anxious to see that relationship develop throughout the rest of the series which I will be reading."
1,My sick dog needed a supplement- these work !,"My miniature schnauzer (11.75 years old) has congestive heart failure, and won't eat any of the prescription dog foods. So, she gets unsalted people food (ground meats, rice, oatmeal, and various baby food fruits and veggies). I wanted to be sure she got enough of the vitamins and minerals that I can't really figure out, so got these. She won't eat them (but she won't eat anything 'dog' except Charlee Bear treats), but when I crush them and put them in applesauce, she doesn't spit them out. That's a win around here these days... :/"
1,an outstanding product,"This ""grabber"" is the best designed unit I've ever purchased, and I've had several different designs. I strongly recommend it for purchase by those having trouble stooping, bending, or reaching."
0,a terrible descent,"When I heard their first album, leitmotif, I was blown away (something that only ocassionally happens). A fascinating album, combining various instrumentals with well placed vocals. so some time went by and eventually I bought the follow up, el ceilo (sp), and to say the least it was really damn disappointing. songs were too structured, ambiant sounds were predictable and not-interesting. and the lyrics SUCKED. i was really bummed. but then I saw a new album comming out. alright, perhaps they learned from mistakes, perhaps every song won't sound over-produced and catchy. instead, it only got worse. if you had never heard this band before, ""catch without arms"" will probably sound alright. but if you knew how good they were on leifmotif, don't buy this. i feel like i wasted my money (and i rarely feel that way about music). dredg has lost whatever it was they had. they are just mediocre. a real tragedy"
0,Disappointed to say the least,"After using a different type of Pampers, we purchased these. My 10 week old premie has had numerous blow-outs in these diapers. His clothes end up wet often and they feel much cheaper material than Pampers Swaddlers. I definitely won't purchase Baby Dry diapers again!"
1,"Some Good, Some Decent, None Bad","I read this book about a month ago, and I have to say, it's... okay. There are some really good stories in it, some that really made me say, wow, who is this new guy. But then there are other stories where I wonder agin, who is this guy (but in a weirded out way). I really liked the comedy stories, The Art of Romance, and How To Make A Man Cuddle were pure genius, I literally laughed out loud. Some of the sad stories are a bit schmaltzy, but decent. The one I didn't really care for was Bunjiro. NOt that it was a bad story, I just think that he needed to make this its own seperate book. All in all I recommend this book the stories are so diverse that I feel that this author is worth a looking into. This book seems to be his way of testing the waters and testing his abilities as a writer. Would I buy a second book by him. You bet!"
1,Sturdy Bench,"I am 6'1"". This bench is a very good fit. It feels sturdy and stable when lifting. There is a good span between the uprights to ensure your hands don't hit when replacing the bar. It was easy to assemble. I have decided to remove the leg lift, but it was not in the way. The padding is comfortable and seems durable. I would definitely recommend this bench for a daily workout."
0,Leaky!!,"These leak about every other time my baby poops. I purchased them accidentally thinking I was getting the Swaddlers. Will NEVER buy these again, just terrible!!"
1,Worth Reading,"Hutton more or less aproached the book as an unbiased historian instead of going out of his way to critique Wicca. Although just stating the facts in itself makes wicca look silly. I'd recomend reading this book. As much as I dislike Wicca the history and evolution of it is interesting.Wiccas roots are in freemasonry, crowleyish occult b.s and well meaning but flawed writers like Yeats, Frazer and Graves. Once you get past where its roots lie it gets even worse. Wicca has absolutely nothing to do with true Heathenry. Its more or less a bunch of made up crap. I look at Wiccans as borderline retarded goofballs and roleplayers. I don't spend much time worrying or thinking about them, but I hate that most peoples perceptions of Celtic Heathenry comes from wiccan non sense and that they are making inroads into the Asatru community."
1,I love my TiVo,"This is the second TiVo DVR I've owned. I really like the dual tuner feature. I prefer using the TiVo DVR to the DVRs my local cable company rents. One of my favorite features is that when you fast forward or rewind, this DVR compensates for that split second it takes from the time you recognize the end of a commercial and the time you release the fast forward feature. TiVo builds in a slight ""jump back"" feature, which the Comcast's DVRs don't have. I also like the TiVo Desktop software which I've installed onto my home computer. With my home network, I can transfer shows from the DVR to my computer's hard drive."
0,Bad Product--great company. Responded immediately to problem with product.,The product was defective. Could not be cranked down. Bolts were missing from package. The company offered to replace and shipped me the missing bolts. I reccomend the company but not this jack.
1,Outstanding Wireless Adapter for Tivo,I needed this wireless adaptor because I don't have two cable outlets close enough together to reach an ethernet cable from my wireless router to my TV and cable splitters ruin my Internet connection. It did not disappoint. Once I hooked it up to my new Tivo I began running through the setup screens. The adapter easily found my network SID. The screen to enter the security key was simple to use. It quickly connected to my network with the WPA2 security after I entered my key. I was impressed how quickly it was able to download the settings and initial programming to make the Tivo and my TV usable. This is a great product and well worth the price!
1,"Get off the dead horse of ""old school"" education","To those seeking an outline of what education needs to practice so ""no child is left behind"" this book is a starting point about how people learn. The flow of the book is easy to follow and considers the research findings of how the brain learns in stages of life. Unlike those who consider brain research a ""fad"", I know from application of the knowledge in this book, the influential changes do produce positive results for students. In the world of ""accountability"" the tools of Brain Based teaching will allow students and teachers a solution in ""leveling the field"" for the students from less fortunate environments, which politicians are clueless about in regards the obstacles of ""survivalists of poverty"". I highly reccommend this book to those wishing to ""get off the dead horse"" and provide a productive environment for education in the 21st century."
1,Great stuff,"The best 'dish' on one of the best shows ever! The most interesting parts, I thought, was when reading things from the writers' perspectives... the unseen, unheralded talent behind it all. (Just an opinion.) Highly recommended.Also recommended - NO ONE'S EVEN BLEEDING and DELANO"
1,Should serve as the basis for a required course in every Seminary,Well written - fast read - thoughtful - excellent footnotes.Clearly and forcefully refutes much of the fuzzy thinking of the last fifty years.
1,Get Shirty!,"I am a guy who wears formal shirt and tie to my office, so I have lots of shirts and I know a good shirt when I wear it.This was my first purchase of a Bill Blass Dress Shirt, so I did not quite know what to expect.Well I have now worn it a few times and it has been laundered and ironed and is still holding up well.I would recommend this shirt which I bought at an excellent price in a recent Amazon sale."
0,Unsatisfying ending disappoints the reader,"The plot develops nicely then ends abruptly with an unsatisfying ending. It seems to the reader as if the author had reached her contractual page limit and slapped an ending onto the book. A superhuman villian was terminated too easily. The method of capture was not adequately developed. Several promising themes were not followed up by the author, especially the entriquing possibility that through genetic testing Gault's uncle may have been his father or the reason for the military being interested in the investigation. The author took one of the least interesting possibilites and handled it in a below average formulaic manner"
1,The One I missed,"I thought I had read everything by C.S.Lewis, and was pleasantly surprised when a friend recommended Till We Have Faces: A Myth Retold. I downloaded it to my Kindle while experiencing a rainy autumn week-end in Northern Michigan. Within this excellent read the sun came out, even though the rain was still giving me a great reason to curl up in a chair and enjoy the genius of Mr. Lewis. Needless to say, I spent a very enjoyable week-end because of this wonderful novel. I thoroughly recommend it!"
0,Don't expect much,"The original was original. This was just the same, event the motorcycles were the same from the original. Come on!"
0,This was just a mistake.,"Re-releasing this series with a new illustrator was a terrible idea and, frankly, completely missing the point of the originals. The stories themselves are a collection of sleepover tales and urban legends which, when taken alone, aren't particularly frightening. For those of us who enjoy this series, it was the original illustrations from the twisted mind of Stephen Gammell that made these ""Scary Stories"" truly scary; without them, the book is laughable. Helquist may be a talented enough artist, but he can't hope to duplicate the underlying terror of Gammell's illustrations."
1,Very sexy,I'm not gay or male but I do enjoy Bob Vickery. His stories always gets my juices flowing. I will definitely read more from him.
0,Dumb adaptation that does not try to be even remotely good,"Lackluster adaptation of the vertigo comic book that is only a fraction of the original source material and puts in a actor who can't live up to the character he is trying to play. Keanu Reeves fumbles badly with his role and the rest of the cast follows suite with the lousy script that make them all look like fools. Only Rachel Weisz and Peter Stormare come out of this cinematic debacle with their heads high because they do more than the script does in this film. They give more to their respective characters than they should have and make the film a little better than it really is and that's no small feat considering the fact that Keanu and the rest of the cast do look like fools thou out the entire film thanks to the badly written script and lackluster special effects.For Rachel Weisz and Peter Stormare, the film gets a four rating. The rest of the film does not even merit one."
0,Warning for customers,"Any storyteller can tell you that there's little point in telling scary stories without proper atmosphere. Scary stories are told at night around campfires or in darkness lit only by a single flashlight. When reading this book of folktales, you lose the advantage of total darkness and the timing and tone of a storyteller's voice. What made up for the lack were the strange and frightening illustrations of Stephen Gammell. This edition of the book replaces those with far tamer illustrations. Reading it now is akin to telling a scary story while sitting poolside at noon with all your buddies, there's very little impact or involvement for the reader.I hope someday that Harper Collins will bring back the illustrations that truly made these stories scary, but until then I cannot recommend this edition."
0,Not funny,I laughed a lot at the description of this book but not even once when reading the real book! All the funny parts were on the cover of the book - nothing left inside.
1,great service,"I was very pleased to purchase this product at such a great price point. It is an excellent product. But even better, the product was delivered quickly and in perfect condition. I would go back to this vendor again."
0,Doesn't even come close to fitting,"Bought it for my 17"" MacBook and it is inches too big in both dimensions. Can't use it without cutting it down and then you lose the cutouts that allow the cover to close. The company never responded to emails about returning or exchanging.A total waste of money, will never buy from this company again. Bad product and absolutely no customer support!"
1,Solid Product.,This seems to work for us. When he was nursing at night we still needed 2 diapers to get through the night. At this point with 1-0 night nursings 1 diaper generally does the trick.
0,Repeated phrases are annoying.,"This book series gets annoying. Every character in the book is a whining sissy. The author repeats a few phrases more times than I would like to read. The lack of creative writing along with the characters whining, irritates me. If you like zombie novels were everyone sits around and sobs about how pathetic and confused they are. Then this is your novel. This book is bad, but it has some good qualities. The second book (the city), however, is just more of the same and worse. I'm 100 pages into The City, and I feel like a chump for giving this publisher more of my money. In both books there has been the introduction of more than a hundred characters, and out of all of them not one is going on a zombie killing rampage.Autumn doesn't compare to other great zombie adventures like Day By Day Armageddon or Tooth and Nail.This is one story that isn't worth the time or money."
0,HORRIBLE,"This cd is horrible Madonnas verson of Eva is terrible she should not have been allowed to screw up such wonderful songs as ""Dont Cry"" and other...i dont suggest this cd to anyone who wants to hear how the songs are suppose to be sung...if you wanna hear them the right way get Elaine Paige's version or Patti LuPone...(forgive me if i spelled her name wrong)......"
1,Quality diaper!,"We've tried close to every brand of diaper available - even store brands. We've had a lot of success with Pampers diapers. Our daughter is tall for her age and has a longer torso. With some diapers it is difficult to find one that fits high enough, preventing leaks. These seem to fit her well, no leaks! Also, for as thin as they are, they seem to be very aborbent.We had been using Costco's Kirkland brand diapers because they were a good value diaper, and were not unhappy with them. However, after I enrolled in the 'Amazon Mom' program, I am able to get these diapers shipped to my door on the schedule I choose, free shipping, for less than I was able to buy the same quantity of Costco's brand. Impressive! We're able to get a quality, brand-name diaper at a big-box-store price.Since enrolling in the program, we have switched back to Pampers and are very pleased!"
1,BRAND NEW USED BOOK,I still can't believe that this is a used book. I was practically untouched. What an unbelievable product for an amazing price. Thanks again.Eddie O
1,"Great, but not much is new","Everyone else tells the details, but this really said nothing new and has little that is new. The untold plot had already been told in the movies and this only reenforces it. I personally disappointed with episode 22 with the fact that the music which really made the secene so memorable was dimmed down alot. I'm not saying this dvd is bad, I'm just saying I would think about it a little bit more on how you spend your money."
0,Needy,"She seemed to be ""ill"" when it was convenient for her. All I kept thinking about was how she should have thanked her lucky stars that she and her family could afford all that treatment.I really kind of wanted to smack her and say Snap out of it!"
1,Great performance!,"Maggie Smiths is phenomenal! Her portrayal of the lonely spinster Judith Hearne is impeccable. The scene where she drinks alone is really heartbreaking. Bob Hoskins is equally good as James Madden who broke her heart due to mutual misunderstanding. In fact, there is no bad acting in this movie. I, however, have conflicting feelings about the concluding scenes (Madden visiting Hearne at the hospital) which are not in the novel. These might be the only scenes showing clearly Madden's lonliness and really draw a balance between the two main characters. But the character of Madden is made a little too desperate for money here and somewhat contradictory to how he behaves in the rest of the movie."
0,pointless rubbish,"Just as the title says, book of nonsense. A book of poorly written rhymes, lacking even a hint of smutty humour."
1,Outstanding Bed,"I've owned 2 beds for over 2 years now and both beds have held up extremely well considering the amount of constant use they've had. One of beds I actually sleep on daily (more comfortable than my regular bed). I had it over 2 years before one of the inner baffels gave way a few weeks ago. I immediatly ordered another bed without hesitation. Very comfortable and super easy to use, with the built in pump, it's a snap to set up and deflate. Love this bed!!"
0,Review of book,"I didn't care for this book at all - in fact, I stopped reading it several times because it droned on and on about the writer's depression - so much so, it made me depressed! I wanted to read about her recovery - and after more than half of the book behind me, I was still looking for that. I wouldn't recommend this book to anyone!"
1,Corn Farm Boy - Lois Lenski,"This is a wonderful book about farm life in the 1950's, written from the viewpoint of a 12 year old boy, called here Dick. He does all the things farm kids did in those days. He fakes sickness so he can be home when the new tractor drives in the lane, rides the cows, makes pets of everything, falls in the creek. His dad farms on the contour and the neighbors think he is crazy. Lois was in the habit of visiting the homes of children in whatever part of the country she wrote about, got to know the kids by staying with them a spell, and then wrote about them. I highly recommend all the Lois Lenski regional books."
0,A disapointed debut album,"I've anticipated this cd for some time and must say it is not what I had expected it to be. I thought it would contain more ballads, lite pop and broadway songs, which he performed on American Idol. This cd is very boring, everything sounds alike. Clay has great range but the music Clive Davis selected for his first cd does not show the versatility shown on American Idol. I still believe Clay is Broadway, not this run of the mill type music."
1,Great Read From Amazon,Have read this book at least 3 times. This edition is excellent if you have good eyesight. The print is very small and not very dark. I read it under a very bright light and it was fine. It would be good for a student. Good to read on a train on the way to work because it is so lightweight.
1,A well-lived life- Benjamin Franklin,"The ""Autobiography of Benjamin Franklin"" is a story of one of the most fascinating and accomplished person who ever lived. Not only was he an accomplished politician (sounds like an oxymoron- accomplished politician, anyways I digress), he was a scientist, inventor, philanthrophist, etc.One important aspect of his autobiography we can benefit from is how he was able to become a better person despite being temperamental and foolish in his youthful years. He concentrated on overcoming one character flaw such as his temper and worked on it for a month. Then, he moved on to overcome another character flaw. He made minute but measurable progress to become an accomplished and fine individual.His autobiography should be read by all. It gives a glimpse at one of our great Americans.JR FelisildaAuthor of the book, ""Nanay: Lessons From a Mother"""
1,AMAZING book,"There is very little that I can say that hasn't already been said. In short, this is the greatest book that I have ever read. It changed my life. It comes, as you might guess, VERY highly recommended."
0,Not for children to PLAY with!,"This item is not meant for children to play with! Strange, since it has to do with action figures of Super Heroes! But honestly, if your child does more than set this on a shelf, you'll soon be hearing screams of frustration. The elevator won't work! (ours completely stopped working in 2 days); The guns on the top keep falling off!; The whole thing just falls apart. No, this item is for the collector and I think Mattel KNEW that. They figured the few that were opened and did not work offset all the ones that would remain MIB or NRFB for collectors.This item is just like Mattel's HOT WHEELS JUNKIE SETS. Another sore point with parents. Hot Wheels cars are fine, but those sets that Mattel makes NEVER work as promised. And what's with the instructions that have little to no writing on them??! Some of the drawings are impossible to figure out. In Mattel's case, a word is worth a thousand illustrations!"
1,Great Movie,"I seen this movie too many times to get scared. But I enjoy it each time. I also enjoy watching the special features. The house that they filmed this movie in was really haunted. The movie crew kept seeing, feeling, and hearing things. They also talked about different haunted places in the special features. If you are into haunted movie's you don't want to pass this movie up."
1,"A GREAT story, BUT ......","I REALLY enjoyed this movie. And bringing Baal AND Apophis back was truly inspired.ONE reviewer here said that he did not understand how Daniel got his leg back. Uhhh ... DUH!! OBVIOUSLY he got himself a PROSTHETIC leg.The reason I only gave this movie 4 stars was because in other reviews on other sites, it was said that there were going to be hints about a NEW PROPOSED SG series called STARGATE: UNIVERSE.I saw NO such hints. BUT, I suppose that it could be because, last I read, SG: UNIVERSE is still up in the air as to whether it will be produced or not. I really hope it IS produced, it sounds like a very unique concept in the SG franchise."
1,Wonderful!,"Ever since AI finished I have been waiting for this album to arrive. Now that it has, it surpassed my expectations. I like every song on it. Clay's voice is amazing as always, and his song choices were right on the mark. I hope to hear many more albums from Clay in the future!"
1,Surprisingly Good=)!!,"This book was one that i wish i would of read when i was suppose to in 9th grade. It was once we reached the middle of the book i realized how good it was. I am one of those students who hate reading those long novels about nothing important. Even though my teacher said it was one of the shortest novels we would ever read! After only reading the middle to the end. I just had to check this book out for myself! Once you begin this book, you may think it starts off boring..but keep going becuase youll never want to put it down. It teackes you about loyalty and friendship in real life situations. This is a book i would read over and over again!.Try this book out..you'll really like it!"
0,An Ever expanding story followed by same ol same ol,"Very disappointing read. Starts with her tale of what she saw in 1963 then devolves into another ""MASSIVE GOVERNMENT CONSPIRACY"" work. Offering no documentation to support statements made. Unsupported statements about what her boyfriend said, claimed or saw. Lauds Garrison and his persecution of an innocent man in New Orleans. Originally I thought &#65533;The Assassination tapes&#65533; By George O&#65533;Toole was the worst effort in Conspiracy volumes but no more."
1,Readable study of 1/2 the Platonic dialogs,"Guthrie covers all of the earlier Platonic dialogues in this volume, up to and including THE REPUBLIC. The next volume in the series (THE LATER PLATO AND THE ACADEMY) covers the rest. Each chapter covers one or two dialogues. Guthrie mentions work published by previous philosophers, and indicates where he agrees and disagrees. The book has a particular emphasis on the development of Plato's theory of the Forms and the influence of the Pythagoreans and Parmenides on Plato's thought. It's very reader-friendly yet packed with information. I can recommend both volumes to casual Plato fans."
1,great 4 hiking,"The ""Fours"" recently purchased are just as comfortable and supportive,right of the box-as were my two previous ""Fours"". My first pair just wore out after four years of constant hiking. Unfortunately, the second pair, after two years of Catskill hiking lost its waterproofing ability but I believe that was so because of a seam opening between the uppers and sole; it has however remained my fair-weather hiking boot. My newest""Fours"" are terrific. I had to get them in second choice,black. I'll get used to them."
1,if interested in knowledge of the buddist religion; this is a must book,from start to finish it left you with knowledge and a possible desire to get in deeper. i read the entire book in only two sessions.
0,This book could have been something special...,"It's a shame this book was so poorly written, and misleading in its title. The Java/Tomcat community has been struggling for some time with Tomcat, trying desperately to gain some sort of useful insight from the horrid online documentation. Then along comes this long-awaited manual that could have easily saved the day for thousands of sysadmins.Problem is, this book provides next to no useful information on the integration of Apache and Tomcat. It's bad enough that this information comes at nearly the end of the book. What's worse, the integration chapter is only a few pages long, and goes no further (in fact, doesn't even go as far) as the documentation that's provided online.This book is a huge disappointment - you are far better served by picking up a good O'Reilly book on servlets/JSP/etc. and figuring out the Tomcat installation/webapp deployment issues on your own."
0,not a healthy product,"I started this a week ago and within one day of taking it as directed, i developed hives and full body rash. I know the possibility of these side effects was stated, but the degree is more extreme than expected. I stopped taking it on Tuesday and it is now Friday. The incredibility itchy rash continues. Use at your own risk."
1,Great for basic MIDI understanding and Setup,"I am a student at musicians Institute in LA. I wanted to learn more about MIDI and bought this book.It has old pictures and couple sections are out of date. But if your are able to tell the difference between todays computers used in Music, you'll be fine>Great explanation. Very easy discription how MIDI messages are sent, how to use them and how to put together a MIDI System>All in all a great book. Helped me a lot"
0,Would be great but...,"The package says it goes from lower belly to just under bust. I am a short woman and it doesn't reach my ribs leaving me with two huge rolls of fat on the front and back. It takes me in great, love that about it but because it isn't long enough I can't wear it anywhere:("
0,"powerful the title, empty the content",I bought the book with a lot of expectations and I was disappointed. The author keeps on sayng trivial statements as if they were his own discovery. Not a very useful book.
1,Classic horror,"This is a horror masterpiece. I return to this movie every October. I watch it from my dark, cold, New England bedroom. On repeated viewings it's just as scary as the first time I saw it...over 20 years ago. Read the book as well; it's just as good."
0,bad book,i will never read this again and because i was forced to read it i have nightmares about the text. i was aplled at the sucktitude this book possessed NEVER READ THIS!!!!!!!!!!!
1,Insightful!,"Funny and yet very insightful of our human nature . Everyone has issues in their life, learning to handle them is what life is all about. Enjoyed it ."
0,SAMPLES OF ALL THE SOWS WHAT A WASTE OF MONEY.,"ALL THE SHOWS ARE CUT NOT LESS THAN 15 MINUTES EACH. THIS IS A RIP OFF. WATCH IT ON YOU TUBE THOSE ARE REAL LONG ONES, THIS XENON PICTURES DVD SUCKS!."
1,Keeps my baby nice and dry!,"These are a great price. Keep my son dry. Could not be happier! I also highly rec joining the ""Mom's Club"" and you save a lot of money :)"
0,Good ONLY for total beginner,I came away with literally nothing new from this book. If you have read many web forums or other books- this is aimed at complete newbies.I also didn't like the writing style or editing. If you know the very basics and don't want to be 'spoken' to like a 5yr old get Andy Stanford's excellent Surgical Speed Shooting.I am just not the target audience for this material.
1,An amazing book!,"If you are looking for a very practical look at how to live a life rich in many more ways than money, although money comes to people living life with a 'definite purpose' as noted in the book."
1,Clan of the Cave Bear,This book was delivered on time and in the condition advertised. I would purchase a used book again from this source.
0,Julia,"I had great hopes for this film, it was after all an Oscar winner, but I now understand why the film was not widely available. I found it disjointed. There seemed to be a lot of time spent shouting down the telephone and smoking cigaretes which would be fine if the conclusion satisfied me, it didn't.The main Character, played by Jane Fonda, seemed naive and hopeless, the title character, played by Vanessa Redgrave was such an enigma that she was unbelievable in substance and played far to minor a role in the film. The only reason that I would like to know what happened next is simply to find out if any strength of resolve would be found! I think probably not."
0,awful!!,This was typical of what happens when a talented young artist gives up ! The songs are all fluff with no substance. He just talks about getting some (Wow what a new concept) This was pure cookie cutter Music. Shame on you Kelly
0,Meh...I've had better.,"I've used lots of lip and cheek stains that have had a great result, and unfortunately this is not one of them. I gave it two stars because of the price: you are getting what you pay for. The texture is really waxy and I not as natural looking as other products. It did look okay when I first put it on, but it doesn't blend incredibly well, and rubs off within a couple hours. I'd spend some more money and get something a bit higher quality."
