text,label
"Quirky.  Yummy.  YELLOW.  Sandwiches!\n\nThere are a lot of things I like about this place, yellow decor aside.  The interior is very utilitarian, with brown bags pre-labeled with the sandwich type you want with little check boxes to select with a red sharpie marker.  You take said marked up bag and hand it to the cashier and they make your sandwich.  \n\nThe things I really like about the sandwiches is that you can really customize the heck out of it with the add-ons, for the most part, being without an extra charge.  Most sandwich places are happy to offer you more this and more that for XX amount of money, but with few exceptions, it's all included.  \n\nAnother small detail I appreciate is that my sandwich isn't falling apart or soaked through with sauce halfway through my meal.  For reals.  \n\nThey also feature a wide array of garnishments and sauces and the like.  Caramelized onions?  A1 sauce?  Yes, please.  Hummus?  Whoa!  I keep wanting to try all these different sandwiches but I can't drag myself away from The Wicked since I'm mostly starving whenever I arrive there.  \n\nMy personal favorite, like most people, is The Wicked sandwich.  Five meats, loaded to the brim with additional condiments and it's always hot and delicious.  Very MANLY sandwich!",1
"Service: Great \nFood: Good \nRestaurant: Clean & Tropical\nRestroom: Clean\nReturn Visits: Yes, as soon as I complete this review :)\nFavorites: Peaches and Silk, Cordon Bleu Toasted Wrap\n\nI love this location. It's 24 hours, there is more than 3 tables unlike some other locations, outside seating-- tables are like little tiki huts, very tropical! Also, being across an LVAC is a huge plus :)\n\nThis was the first time that I tried the food and I was pretty impressed!  As I said when I was eating, \""""MmMm, It's surprisingly good!\"""" as I was nodding my head. I really didn't expect it to be so good.\n\nNOTE: 4pm to 7pm 2-for-1 Smoothies",1
"This little childhood memory Bar was hidden on a seedy street of downtown las Vegas. Fortunately, I have some native friends that know where to go.\n\nIt's basically a bar filled with arcade games from the past: e.g double dragon, Sega outrun, operation wolf, tappers, x-men, marvel vs. capcom, donkey kong, etc. Fun times.",1
"I'm pretty disappointed to write this review as I LOVE every other Pita Jungle I've been to. However, as other reviews have stated, this location is really struggling. I've been a few times now and service has always been very slow. It was better tonight, but the food was the big problem. We ordered hummus and pita, and though it came out quickly, when passing the pita around we noticed one of them was soggy and covered in some type of pink/red stain. Turns out they put a paper towel in the bottom of the pita bin and we just literally got the bottom of the barrel that had been sitting on the towel. Not sure how sanitary it is to serve that. I ordered the lavosh shawarma wrap which I've had many times at other locations. This time, it came out with no sauce on it and I had to ask for the sauce. By the time it came out, the lavosh had dried out and the whole thing fell apart. Also, the side salad had no dressing on it, and I had to get a side of dressing for that too. My husband's also didn't have dressing on it. Overall, it was (another) really disappointing trip to this location. We have such high hopes because it's in our neighborhood, but both my husband and myself said we'd rather make the trip to other locations rather than come back here. I know they haven't been open that long, so hopefully they work things out.",0
"This has been the best nail place I have found up here in the northwest side of town.  Clean, friendly, not $60 for mani pedi!!",1
"South Point. The destination I head to for movies, bowling, and the middle ground between my friends' homes. \n\nI've always passed by  Big Sur and never thought of it more than an Oyster bar - which I am slightly allergic to, but I like to take a dip on the while side once in awhile - After trying a pan roast at a different location, we decided to take in some good eats. \n\nOrder the combination pan roast - good flavor but might've needed a bit more rice (could I have asked for more? I don't really know) \nand the shrimp scamp - delicious sauce and the shrimps were pretty large. \nDozen oysters (for mis amigos) - they were also pretty large in size and I'm used to (and confined) to the smaller ones. \n\nI will definitely be back to try the other concoctions that other patrons seemed to enjoy!",1
"I don't expect much when I go into a store.  The people that work her are less then that in customer service.  The guy that works at the counter has never said a Hi, Bye, Thanks etc.  Not one peep, not one smile, most of the time he's on his phone.  He doesn't have a beard so I can't even really tell if he's Muslim or not otherwise I would say Salaam Alaikum to him.  \n\nI ate once at the cafe.  Good prices but the samosa was crazy spicy, the biriyani was good and a good big portion.\n\nNot that great of selection of meat.  When I've been there they haven't had any lamb so I usually stick to chicken breast and ground beef.\n\nI did find a really good tika masala paste there so I can make chicken tika masala.  But it's very hard to find there, they are usually out or have to look through all the other flavors of the same brand and find one mixed in.",0
"I'M SO SAD. Earl of Sandwich has definitely downgraded from the glory it used to be!\n\nI came here on my last trip to Vegas, only to find out that Earl is now only a shadow of his former self. \n\nLet me interject with some background history: I frequented Vegas when I lived in Southern California. When I say frequent, I mean at least once a month. I know Vegas like the back of my hand: I can tell you what hotels are located where, and what time each of the nightclubs' guestlists close. I was very familiar with Earl's menu. Drunkenly slurring out an order for the Earl's Cobb wrap, debating over the potato salad in the fridge, with my heels in hand at 4 am in the morning - that was my THING!\n\nSo on my most recent trip, I happily approached the cashier at Earl's, announcing that I would like to order the Earl Cobb Wrap. This was what I had been looking forward to all night, post-clubbing. Not squeezing myself into a dress, not enjoying the live DJ performing at a million or billion dollar club or whatever, but shoving Earl's in my face drunkenly after a night of dancing. \n\nThen the cashier said the words that absolutely broke my heart: \""""We don't have the Earl Cobb Wrap\"""".\n\nI stared agape at him. The wrap that I had eaten loyally for 4 years straight on my every trip was GONE?! Just like that?! \n\nI spent a while in disbelief, drunkenly lamenting my sadness to Mr.Cashier before reluctantly ordering a Chinese Chicken Wrap and making my way down the queue. \n\nWalking through the line, I brightened up at the thought of at least getting my potato salad. I peered into the refridgerator. And my spirits plummetted once again. What was once a generous portion of potato salad (think 6 oz) was now 2-3 oz! The same applied for the yogurt parfait - it was half the size it used to be! And surprise surprise, the prices were still the same original prices.\n\nBy the time I get to the front cashier (where customers pay), I was one sad, drunken lady. I shook the potato salad in Mr. 2nd Cashier,'s face, demanding \""""WHY! Why did you make this smaller? What happened!!\""""\n\nMr. 2nd Cashier responded tonelessly (he was probably used to these reactions), \""""Corporate happened.\""""\n\nWhen I received my wrap, instead of the wheat pita bread Earl's wraps used to use, it was some stupid flour tortilla. Dry and definitely did not soften the loss of my beloved Earl Cobb Wrap. Bleh.\n\nAnd so, I shake my fist as I angrilly write this review. Darn you, Corporate, darn you! How dare you take away what was once magical about Earl of Sandwich!",0
"Great Cocktails. Friendly Staff.\n\nA great little unpretentious \""""grown up\"""" bar in the heart of the Plateau. All the bartenders seem really adept at actual mixology, and they're really friendly and social. I'd even recommend sitting at the bar and getting to know them so that they can get to know your taste in cocktails.\n\nThere's also a nice snack menu that includes fresh oysters because, well, it's supposed to be an oyster bar, so if you're into aphrodisiacs from the deep, you'll wanna check that out, too.",1
"The great thing about Wolfgang Puck restaurants is that they tend to be very kid friendly, this was the case at Spago where upon seating our waiter offered to take an order for our two year old since he was very hungry.  We started with chicken wing lollipops which were delectable and moved into a Mickey Mouse shaped pizza for my son, a salad for my wife and a meatloaf dish for myself.  Wolfgang is known for his pizzas, righfully so it was great, which comes from a wood fired oven gracing the bar and \""""patio\"""" poriton of the restaurant.  The meatloaf is a cannot miss!  I'm normally not a meatloaf person, but it was fantastic.  The dish is more of a hamburger than a meatloaf.  Bursting with flavor and finished with a potato puree as opposed to mashed hit the spot.  Save room for the housemade nutella and banana crepes!  We are looking forward to visiting again when we are on The Strip for one reason or another.",1
"Stayed yet again first week of Oct. Was concerned about the bedbug plague so asked for one of their newly renovated rooms. Room was very nice. Pleasant decor, ugly large closet is gone. New thin TV. No bedbugs. An improvement. They aRE DECORATING  all rooms about 5 floors at a time.",1
"I was very surprised to be this disappointed in a Hampton Inn. The air conditioning never achieved a comfortable level even after having it on all night and we were quite warm in the room. I also noticed my credit card was overcharged by 15% and inquired at check out about this and was told it was standard procedure for incidentals and would be credited back after our stay. I suggested they inform the guest upon check in about this procedure and the staff just gave me an odd look. Lastly, when I arrived to their full service breakfast an hour before the service ended most everything was gone. I understand cooked items would probably not be replenished but baked items, syrup for the waffles and cups for the juice were not either. On a good note the bed was very comfortable and we slept well. The oversized jetted bathtub in the deluxe room was very nice, albeit loud, but overall this hotel is overpriced for what it has to offer.",0
The good: decent service that's usually not provided at typical Indian restaurants run by FOBs. The location.\n\nThe bad: food safety is a big issue here. My boyfriend and I have been up all night vomiting since our dinner at the buffet last night. A quick research online shows that this place had been shut down multiple times in the past due to several violations.\n\nConclusion: avoid this place.,0
"The shark tank was neat the pool is basically a small very small lazy river, it's no surprise that it's crapy lifeguards letting kids act out, throwing hard rubber balls around one hitting my daughter pissed me off I was done! The room was dirty hair and food pieces left around, all around look at the pool and that's all",0
"Dangerous!!!\n\nOur meal was so so, had to send back the margarita, and we ordered lemon pepper wings that had virtually no lemon pepper on them.\n\nWhen we ordered dessert, I asked if the brownie had nuts, the server said \""""I'm not sure, but I know for sure the blonde brownie doesn't\"""".  I said sure.  It came out with a scoop of ice cream covering the whole thing so I couldn't see that it was filled with huge walnut chunks.  I took one bite, started to react and went to the bar to get water.  As we are trying desperately to get out of there so I can get some benadryl, my dad has to stay behind to pay the bill.  They took off my dessert that I couldn't eat and my mom's dessert. That was it.\n\nVery scary for a nut allergy to be told that something for sure doesn't have nuts.  My dad sent an email right when we got home and we haven't heard anything back.\n\nWe absolutely won't return and it's doubtful any of our friends will either.",0
"I needed (okay.. wanted!) to make some South-East Asian food this week, as cuisines of this area usually combine flavoursome and generally healthy ingredients to make something really rather awesome. A lot of this kind of food I can rustle up with local ingredients, but there are a few harder to come by items, which are far cheaper in Chinese supermarkets than those which can be found in Tesco. This is very close to Tesco too, nestled in an ally way. The shop is quite small, but does its job. It's handy having a place like this so close to where I live.\n\nI knew about Aihua, and I have strolled in a few times without any real idea of what I wanted to buy, and came out confused, holding seaweed snacks... Many products are very unusual, including mock duck, unknown meats and packaging which doesn't imply much to an ignorant eye (like mine). It's frustrating, as I am sure there is a treasure trove of ingredients in here, but I just don't recognize much! This is one of the many reasons why I am self-teaching myself Mandarin. That said, there are plenty of more obvious foods like instant noodles, the ever-popular pocky and hello panda Asian sweets, and some quintessentially Asian vegetables like pak choi and beansprouts. \n\nToday I sent my boyfriend on a mission to buy yeo satay and fresh tofu. Tofu is almost always cheaper and nicer in Chinese supermarkets. \u00a33 and I got double the quantity which I would have brought at Tesco (sorry Tesco, yes I am comparing you). Yeo satay is really amongst the best prepared sauces available. There are no weird ingredients or MSG, just coconut, peanuts, tamarind, cornflour, oil and spices. This is a good place to stock up on rice and noodles too.",1
"Love Lolos!!! Been here several times. I have a Georgia Peach cocktail and Bettys Boob. (Waffle and chicken breast)  i have also had the signature chicken sandwich (award winning) and the waffle sandwich which was delish. Cant go wrong here it seems with the menu, drinks and atmosphere. Hood dining at its finest as their motto says...",1
"Stunningly good snack food. I got the fish sandwich, and it was really amazingly flavored. The house lemonade has maybe mint in it? Totally delicious.\n\nThis is definitely THE place to get food while wandering aimlessly along Saint-Laurent.",1
"I just are here with my parents and we were a little worried when we got there. From the outside it looked small at a little sketchy. The B health code rating didn't help. \n\nDo not be fooled by the external appearance,  the food here was great. Seriously the best drunken noodles I have ever had in my life.  Portions were good too. The only minor thing was I ordered a 5/5 for spiciness and it wasn't as hot as I expected.  My parents were happy too.  \n\nOur waitress was extremely pleasant and gave us a free bowl of ice cream!\n\nI can't wait to come come back!",1
"Was told to go somewhere else by the owner. Guess our business and pleasant attitude just wasn't serious enough for him. \n\nWent here because it had such great yelp reviews and thought it was the best place to start our wedding suit shopping 3 months before the big day!\n\nUnfortunately we were told that this is NOT the first place to go by the OWNER himself. Apparently he wanted us to shop around at all the other suit places so they could do all the work of having us try suits on and he could skip out on it. He wouldn't even allow us to try on a suit!!!  He said \""""It just takes so much time with people coming in and trying suit after suit on\"""". Man that poor guy owning a suit shop, who knew people would actually want to try them on? \n\nSo the customer service is non-existent unless you're willing to walk in and know exactly what you want right away. I'm not sure if he thought we weren't serious about buying suits or that we could afford it. We DID however take his advice and go shopping somewhere else... where we bought our suits... with someone that was willing to actually let us try them on!",0
"So I used to love this place when Brian worked there.  I heard he went to another shop somewhere in Tempe, but no one at Taylors would say exactly where.  I've recently moved to Tempe and my mom asked them where Brian went because it would be closer to me now.  They still wouldn't tell her.  I took my car in for an oil change.  When Brian worked there, he would check out the whole car and let me know other issues I should know about.  He also knew to use synthetic oil without my having to say anything.  Not anymore.  They used non-synthetic oil.  The kid behind the counter basically said it's my fault for\nnot clarifying.  So much for the customer is always right.  I'm pretty sure they didn't check out the rest of the car either.  I wish I knew where Brian went.  Most honest hard working guy ever.  I don't think I'll be going out of my way to come back to Taylors.  Why they let Brian go is a mystery.",0
"Things that might happen at Bikini Lounge:\n\nYou might watch your friends dance with a bum in front of the juke box.\n\nYou might drink far too many pitchers of PBR.\n\nYou might throw a fit when you realize it is cash only.\n\nThe Bikini Lounge is quite possibly the crappiest place known to man. I mean it's in a shitty neighborhood where you might die, doesn't take credit cards, and has only bags of chips for food. So why do I keep going back? because eventful things happen here. Don't go if you want to have a quiet night with a couple of friends and go home and go to bed. Go here if you want to show up to a bar full of low lifes, order pitchers of PBR until you and your friends are all sick, then go outside and forget where you are and turn left down Grand Avenue only to find out you are nowhere near home when you get to the burned down church on 5th ave and monroe and a bum asks you for money. After that, you'll get in a bike taxi/rikshaw and tell the guy you can only pay him in cigarettes and then when he agrees, have him take you to another bar, instead of home, and then you will be further than you were to begin with. When you finally do get home thanks to a caring homeless guy that actually does have money (you find this out because he has a car) and gives you a ride home. You wake up the next morning wondering why all of your cash is gone, how much you drank, and where your friends are.\n\nIf THAT is the kind of night you are looking for, Bikini Lounge is IT!",0
"The Copper is my new lover. No really, there's proof in an incriminating photo of me kissing a bottle of the stuff. It's delicious, so much so that the boy got a bottle to take back home with us. I also tried another \""""very hoppy\"""" version, which wasn't quite to my tastes so I forget the name. If you like a lot of hops, though, you'd love that beer!\n\nI love that it's more traditional right down to the beer hall you sit in, and the staff is well-trained in German brew methods. I didn't get to go on a tour as there was a race in the morning followed by World Cup viewing in the afternoon, but I'd love to go behind the scenes and watch the beer brewing in action. Fantastic and wish it was as far south as Atlanta, though four hours away isn't too bad I suppose!",1
"Nice little self-serve yogurt shop with a good selection of creamy and fruity flavors.  Toppings are varied, and include sliced mango, fresh blueberries, mini peanut butter cups, shredded coconut, popping boba, mochi, and more!  The flavors of frozen yogurt for today included Irish mint, vanilla, chocolate, red velvet, pomegranate berry, orange sherbert, dulce de leche, and pineapple.  The only thing I wasn't too thrilled about was the mochi, which was old and tough tasting.",1
"I had another local AC company come out and look at one of our AC units.  They gave us an estimate on \""""repairs\"""" needed to fix the problem.  I called Az Eddys for second opinion....WOW.....totally different problem than the first company and only a small fraction of the price as well!!  We got their number from another friend who posted positive review on FB.....Thank you....the guys were very professional, pointed out what was wrong and how to avoid it in the future.  Will definitely use them in the future should any problems arise!!",1
"I have returned twice since my first review, and feel like I got a false first impression. Both servers I've had since, have been no help, and actually didn't even talk to me to see what I may need until after my food arrived. Bad service has really killed this place. \nBurger is pretty greasy/ messy, but tasty.",0
"Please don't send in the clowns. This has to be one of the worst cirque shows. What a waste of money. Lots of harlequin clowns in white making sqeeky noises throughout the show. Never funny. The ringmaster sings in Latin  I guess  throughout the show. Very boring. The acrobatic acts are tempid at best. Nothing notable, nothing memorable, and nothing you couldn't see at any carnival . Couldn't wait for it to end. The audience felt the same as the applause was luke warm. Of course, I have to mention that I spent well over an hour in line at will call at 1pm just to pick up the tickets with only two ticket agents available. The theater and scenery was beautiful, but don't waste your time or money.",0
"3 stars for their Bun Bo Hue.\n\nSo I decided to change things up a bit this time in Vegas.  Instead of the usual Pho after a long night of alcohol abuse, I opted for the Bun Bo Hue (NOTE: NO Pho Here).  Sad to say..it was a disappointment IMO.  The soup base was kind of bland, it didn't have the spicy kick.  There was a total of 1.5 pieces of pork blood?!? I guess that's ok in this case because it was quite dry and tasted like chalk.  \n\nHowever, the BF got a rice dish and it was pretty decent.  But, the reason they get 4 stars is for their Coffee!! It has a hint of coconut flavor, it's freakin YUMM!! \n\nCheck-in through Yelp and get their coffee for $2!!",1
"A low-end convention center.  I guess it's probably cheap for them to rent it.  Just kind of dingy all around.  It does the job, but not if you're holding any sort of high-end event.",0
"I was quite disappointed with this location because it did not have hamburgers on its menu.  Kinda silly since they have chicken sandwich and hotdog, etc.  I was also disappointed with my hotdog order.  I ordered a foot long hot dog.  The box it came in kinda made me giggle since it was so long...duh...foot long.  But when we got home, it was actually just two hot dogs in the box.  Ukh!",0
"This is a service based review.  \n\nThe staff kept trying to take my food right out from under me.  I ordered french toast and had eaten it, but I had also ordered a cheese plate to share and that was slowly getting eaten while we were chatting.  Eventually they still ran off with my plate while I was in the washroom.\n\nThe worst part is what happened with the bill.  I gave $40.00 cash for a $30 bill and sat forever while everyone else got their credit cards back to sign.  Where the hell was my change?  When I said something about not getting my stuff back she simply gave me a copy of the receipt.  I guess she thought I just needed it for reimbursement?  Finally, I just showed her the bill and said, I GAVE YOU $40 WHERE IS MY CHANGE.  She looked as me like, oh, you wanted change?  Really?  She was going to take a $10 tip on my $30 bill!  NO!  Of course I still tipped simply because there were other servers that helped, but this was a clear account of someone trying to take advantage.  If I hadn't gone up to her to let her know, very clearly, that I wanted my change, I never would have gotten it. \n\nThe food was good and seemed average priced for the area.  The french toast was good and the coffee was reasonably strong and they did a good job of keeping my cup filled.  The cheeses were good, but I think it was priced a little high for what I received.",0
"I'm not really one to complain but I have to say, this place was DISGUSTING!!!! I'm the least pickiest eater, I will eat anything and everything but I couldn't eat my entree which was enchiladas. The sauce was the worst thing I've ever eaten. This place makes Taco Bell look like a 5 star gourmet  restaurant. It's a nice comfy atmosphere and friendly staff the food is just horrible. The chips were even stale. A word of advice, if you want Mexican food this is not the place to get it",0
"Thought I'd stop in for some shave ice. Got the mango flavor with the azuki beans, mochi, and condensed milk. Service was fast and friendly and helpful. The ice was soft and not like a snow cone. The order was HUGE. It tasted pretty great and while I have definitely had better, I wouldn't rule this place out. It's a great alternative to Sno Ono on days that I don't want to look for their truck or when I'm in the area and need a cool treat!",1
Great place! They had us sample the meat prior to ordering so we would know how spicy we wanted. The food was excellent. Service was outstanding! Loved the salsa bar idea. You can try different kinds of salsa.,1
Right in the curve go too fast and you'll miss it....you order first and they bring it to you....ok I had the bbq sundae omg it was great all the wonderful flavors just melted in my mouth....it comes in about a 24 oz cup clear so you can see the layers I chose brisket add my meat oh my my....bottom is potatoe salad it had jalapenos and u think bacon then beans with links then brisket then top it all off with coleslaw can't beat that for $8. My bf food was a little cold so free banana pudding!!!,1
"Just by accident, I found this place. I went in to take a look around, I was greeted by a young salesperson and she was very friendly. I'm not the cook in my family, that job belongs to my husband, but I love tea! This place is full of spices and teas and all things related. \n\nShe gave me a little intoduction to the store layout and offerd me a tea sample, they had three to try, two hot and one iced. I tried only one black tea with hazelnut, it was very good!\n\nThere are plenty of teas, each split into categories. Each blend has a jar to allow for auromatic enjoyment. I selected three tea chioces and signed up for their email notifications to keep abreast of new arrivials. \n\nA truely fun shop, for me, a person who thoroughly enjoys tea, will bookmark this place and recommend it for those that feel as passionate about teas as I.",1
"My family and I have been to Roy's several times, and we usually go for a combination of the food and ambiance/service. Tonight, though the food was good, we were sorely disappointed with the latter. \n\nOur server did not smile once throughout the entire dinner, and he frequently seemed annoyed with us. I don't ask that servers are constantly cheerful, but this particular waiter's demeanor was sour enough to cast a cloud over the whole experience. He would ask the requisite questions, but always with a disdainful look on his face. He also seemed irritated that we didn't order any drinks, and he all but snatched our wine glasses away. \n\nSpecifically, a few other things stand out among the general attitude of displeasure he displayed. We ordered the mango streusel dessert (from the prix fixe menu), and he brought out a pineapple dish and called it \""""apple pecan... eh... thing.\"""" We didn't realize it was the wrong dessert until we dug into it, so we didn't say anything. Then, when it was time to pay, we wanted to use two gift cards plus a credit card to cover his tip. We had some confusion about how to do this, and he seemed really impatient when we asked questions. Then, when we said we would think about how we wanted to split things up, he backed away with his hands up and stomped away. Lastly, when we had paid and wanted to double check that we had properly written everything out on the receipt, he just snapped, \""""That's fine.\"""" Again, I didn't expect him to fawn over us, but considering that we were trying to tip him (generously, might I add, given his rudeness throughout the night), he could have shown a little patience or at least said thank you. \n\nI want to give the server the benefit of the doubt and assume that he was having a bad day, but it's really a shame that the good food and atmosphere were tainted by his unpleasant behavior. Next time my family wants to enjoy a nice dinner, we will probably choose a restaurant where we can expect a server who doesn't sneer at us.\n\n***\n\nEdit: The manager saw my original review (above) and called to get more feedback. This impressed me and showed that Roy's really cares about its customers, and Emiliano was nothing but courteous and understanding when I spoke with him. He even sent a $50 certificate for our next visit. I really appreciate that he reached out and will be sure to try Roy's again soon.",1
Best turn down service - the Housekeeping staff is fabulous from the mints to ice in the bucket when you come back.  The rooms are nice first time I had seen the tub on the other side of the shower stall.  The hotel  in general with the fresh scented air to the upscale vibe that doesn't leave you wanting a shower after entering would make this a fist choice on the next trip to Vegas.,1
"A great authentic Chinese restaurant. The Five Flavor Squid and Won ton Noodle soup with BBQ Pork, is as good as any I have had. Even compared to restaurants in the china towns of Washington D C or New York City. I have been coming here since 2005 and have tried most things on the menu. I haven't had a bad dish yet. \n\nThe service is prompt and friendly. It is a very casual atmosphere no need to dress up here. The food coming out of the kitchen is just good, real Chinese food.",1
We ate here on a Saturday night for our girls weekend in Vegas. We were all very excited to see what the 2 hot tamales are all about. We had reservations and were seated promptly in the upstairs balcony. This gave us a perfect view of the Train concert going on in the pool area and provided wonderful background noise. The guacamole was worth the extra money but there wasn't any spice to the salsas with the chips. If there was an alternative available it was not offered. I shared the Peruvian ceviche and sweet corn tamales with a friend. I loved the plantain chips with the ceviche and thought it was very refreshing. The tamales had wonderful flavor but was so wet it had to be eaten with a spoon. For the entree we had the seafood chile relleno. The pepper was nice and crisp with a very flavorful filling. Over all it was a very nice atmosphere and good service. I would definitely come back.,1
"Yummy chocolates and very nice staff ... love that they make the chocolates on site.  Nice selection of bacon chocolates & candies, too, for the more adventurous out there.",1
Ok this place is pretty cool with it's take on drug culture and basically turning a places normal entree into a pizza.  I have had most of the pizza's but what surprised me the most was their beer selection on tap and in the bottle etc.  They serve Abita Springs Turbodog which is one of my favorite brown ales.  When you go here don't just get the hawaiian pizza try the Yukon Gold Hot Potato pie or something you can get a hawaiian anywhere these days.  the sandwiches are quite good as well.  It's a little pricey for drinks etc but they do run a nice happy hour 3-6pm I believe.  They have a bacon martini it's belvedere and a strip of applewood smoked bacon how could you not enjoy a chain like this?  I have always had good service here and it seems to me like it takes a little longer than most places if you order a pizza.  Don't get me wrong they go the extra mile with the ingredients etc. but you wait for it.  Also if everyone gets a 10 inch pizza most of them are around 11 bucks.  It's worth it but the pizza and a few beers and you are looking at 25 bucks plus.  So again I recommend the happy hour but anyone who loves pizza and beer should make a trip to any of their establishments.,1
Newest addition to the wynn lineup. XS' indoor/outdoor design is consistent with the motif of Blush and Tryst. Great organization of tables and easy-to-navigate walkways. Check it out.,1
"I have passed by this place multiple times because my friend used to work at a restaurant close by. I have also wanted to try it, epecially since they do have HH! However, I'm not a steak fan nor do I spend tons of money eating out.  \n\nI had the perfect opportunity to go the other day for my friend's birthday. I got there exactly at 6 which was the reservation time. The waitress was very friendly as she asked us if we wanted any cocktails or appetizers (I get it, it's her job to upsell and ask.) However, we were still waiting on the rest of our late party.  \n\nFinally everyone arrived. My friend ordered the beef carpaccio which had balsamic vinegarette, and tasted sour. It had arugula on top. I loved the veggies, but not the sour taste of the dressing. We ordered our food at approximately 6:30, and did not receive it until past 7:11. I get it. We were a large party (we had 12 people). My friend asked for extra bread. The waitress said she would put it in right away. We did not get it until my other friend asked 40 minutes later. Now, I'm not a steak fan, so I can't give too much opinion on my steak. When our food arrived, she gave me brussel sprouts instead of the truffle mac and cheese that I had ordered. The waitress did fix that mistake and bring me mac and cheese. Someone in our party did not receive his steak. There were issues with that which you can read in other reviews.  Half of the steak was medium rare and the other half was medium. I had ordered medium. My steak was COLD! As though it had been sitting there for a while. Maybe it was because I ordered mine medium and everyone else ordered theirs medium rare, so they cooked mine first and let it sit? I don't know.  The mac and cheese was nice and hot, but it just made my steak seem super cold. \n\nThey cleared our table  and gave each person a small plate and said it was for dessert since it was a birthday. Our waitress brought out the check and gave it to the birthday boy. Uh... we asked for separate checks.  10 min later she came back and said we can't do separate checks.  So we would have to calculate the price with tax and gratuity and tell them how much to put on each card. What a HUGE inconvenience.  \n\nThe manager came up to us and was told us that he would take care of us to get us out. UH... YEA that's what we were trying to do... You guys had your strict regulation of not splitting checks. You think I wanted to sit there and ponder over how much I owed. I felt that was super rude of him because I felt like he was wanted to get us out of there and just get rid of us.  The dessert finally came out, and it was beignets that I read in other reviews that they received complimentary. They didn't even give us enough for everyone in the party, and why did they even need to give us plates?  Plus it took FOREVERRRR!  Like, it was free, so I shouldn't really complain, but it came right as the manager came over to say that he was going to \""""take care of us.\"""" \n\nSomething weird, when eating the appetizer, I didn't use my silverware, so when the waitress brought out the steak knives and forks, she took my napkin and silverware. Was she going to reuse? I didn't think much of it at the time, but I didn't have a napkin. Why the heck would you take mine?!? \n\nI'm not a fan of steak to ever come here again after the horrible service I had. The food was okay, but again steak is not my thing. I spent $18. I could have made my own steak and mac and cheese for way less and not experienced that.",0
"I passed by this place several times and was curious and stopped in for lunch one day. It is a nice clean place with friendly service. I had a chicken wrap with house dressing. It was a huge wrap, but not very tasty. I ate one third of it. The baked beans and potatoes salad were not very good either. I regret not having just plain chicken or ribs. They looked and smelled good. I'm not sure that I will go back because the television was on Fox News. I could never sit through that again. Public places should never have televisions on stations that may offend their customers. It would have been better to have it off.",0
This place has been around for years.... And I have been going for that many years!  BEST HAWAIIAN FOOD I've tasted here in Vegas.  Staff is SUPER FRIENDLY!!! As are All Hawaiians! Lol. But Loco Moco is AMAZING! Spam Eggs and Rice breakfast is yummy! Get lumpia.... Adobo fried rice omelette is amazing.... TRULY anything and everything you get you will love!!!,1
"I kept going between 2-3 stars but in all honesty, \""""I've experience better\"""".  I'm not a huge champagne fan so this may contribute to the low rating in addition to other factors.  I opted for cocktails that mixed champagne with other types of alcohol so that I wouldn't be totally biased with my distaste for champagne.  \n\nI had the Champs- Elysees which is champagne with strawberry puree...there was a glob of strawberry puree settling on the bottom and top of the glass which made it challenging to drink the actual liquid in the middle.  Whoever made it was heavy handed with the strawberries and might have forgotten to hit the \""""puree\"""" setting on the blender but rather hit \""""chop in to indigestable globs\"""".  \n\nI also got the Le Petit Fizz (blue curacao, vodka, champagne) - weird - YES, weird in a good way - NO.  I enjoyed the blue color of the drink but there was way too much vodka and that's all you could taste.  \n\nI actually like the decor of the place, but agree with the others in that Perle seems like they are trying to be more clubby than classy.  The music was so loud that you couldn't hear other people talk.  I asked the waiter (who was really nice) if they could turn it down and they did, but it was still loud in my opinion for a place that doesn't even have a dance floor.  \n\nI may be back, but you can bet it won't be my first choice!",0
We have been ordering from them for years. I had the fiery Italian  . I love their french roll. However this time I found  a piece of plastic in my sandwich and have not been able to contact the store,1
Just order from here! You will like it! They are great to deal with and always willing to go the extra mile. I got the sausage and it was fantastic. I love to see local places do good.,1
Very unpleasant experience here!!,0
"Clean restaurant, great service, great noodles....what more can you ask for from a Noodles & Company?  We enjoyed our meals and would visit again.",1
"Went here on a Friday night after my boyfriend's Christmas party. We were in search of something nice and stumbled upon this and decided to give it a try. \n\nIt was a pretty full house; we were seated on the tail end of a Christmas party who had a table to spare. The only downside - we were seated right next to the DJ booth, so conversation was a little difficult. When our waitress finally came around to take our order, we started with the spinach dip; it was pretty good, served with homemade pita chips. The serving of pita chips was off compared to the amount of spinach given. Luckily, when we asked for additional chips, they were given to us free of charge. For our main courses, I had the grilled chicken sandwich with fries (what pulled me in was the mango mayo listed in the description), and my boyfriend had the pulled porc sandwich with onion rings. In a word, I was disappointed; the chicken was overcooked and kind of dry. On the other hand, my boyfriend's pulled porc sandwich was actually quite good; it was flavourful, melt-in-your-mouth goodness. \n\nIn all, it was alright, but nothing I would write home about. I would have much rathered The Keg or even Baton Rouge, given the prices this place charges. Our waitress was very nice, but because they all look alike, it was difficult to get her attention. If you're in the area, I would opt for The Keg over this place.",0
